dataset,method,tau,layers,selection,best_epoch,label,recall@3,ndcg@3,arhr@3,recall@5,ndcg@5,arhr@5,recall@10,ndcg@10,arhr@10,recall@20,ndcg@20,arhr@20,recall@50,ndcg@50,arhr@50
amazon-music,LightGCN,,,test-frame,370,amazon-music__lightgcn,0.10156135427805682,0.09275668082541468,,0.13609373675932607,0.10578209313628328,,0.20219459393833458,0.12817216796251785,,0.2891100181280622,0.15246889799954697,,0.41973964152293924,0.18232379513064814,
amazon-music,LightGCN,,,test-frame,320,lightgcn__amazon-music,0.0995738683194673,0.09142315421414712,,0.13403733723000077,0.10426887669664364,,0.19910447576831267,0.1263215983198154,,0.28596450915295557,0.1508572219897013,,0.4288945615669927,0.18359184805137146,
amazon-music,LightGCN,,1,val-best-recall@20,160,lightgcn__L1,0.07992542843863336,0.07289569713701469,0.052796537753501724,0.10722433932939492,0.08261604495328115,0.0589524177170489,0.16158312421888366,0.10130848322073842,0.06614254849827304,0.23464101429007297,0.12220114472365018,0.07117886163851476,0.35390397056987993,0.14963202142763926,0.0749992243715363
amazon-music,LightGCN,,2,val-best-recall@20,250,lightgcn__L2,0.08999561609584646,0.08148979297099429,0.05996803898783105,0.11908622482846855,0.09229744855659598,0.06660422088937708,0.1795862222355318,0.11305644420151949,0.07450660150356056,0.25490333574995494,0.13437429405905565,0.07964341961049612,0.3821103617569179,0.1636055674271602,0.08370781796201147
amazon-music,LightGCN,,3,val-best-recall@20,360,lightgcn__L3,0.08972958294312243,0.08201683507733964,0.06022082005601616,0.12449360606644802,0.09516114468420454,0.0681084105597602,0.18573410552238734,0.11610306493812261,0.07616088475439668,0.26092924602490897,0.13733906812706587,0.08126636745114474,0.3880903286835247,0.16661178975628174,0.0853509509770974
amazon-music,LightGCN,,4,val-best-recall@20,430,lightgcn__L4,0.0916531664229745,0.08328952494611545,0.060968443749350634,0.12366410994797965,0.0952424898406113,0.06809506648404193,0.1859738466758862,0.11626047287675234,0.0762917678621129,0.2675122218840912,0.13923422889931586,0.08186600333492429,0.39526435216081046,0.168745883860416,0.08597304489050821
amazon-music,hccf,,,test-frame,600,hccf__amazon-music,0.006995274167353141,0.006619056186734611,,0.011357070008787572,0.008346480734127528,,0.016142078895142825,0.009887071198874995,,0.02604727807937237,0.012728375166404763,,0.04405741576525161,0.01674829626452625,
amazon-music,hccf,,,test-frame,600,hccf__amazon-music,0.006995274167353141,0.006619056186734611,,0.011080419326382556,0.00823138473265135,,0.015896167177449478,0.009797707593626344,,0.026039900727841576,0.01270732582053106,,0.04457431572448203,0.016850528639242936,
amazon-music,hccf,,,test-frame,600,hccf__amazon-music__clw0.001,0.007708086873985065,0.00709678746085126,,0.011823745322666406,0.008691873997752637,,0.021921606914280998,0.012288878235040254,,0.03792231761139823,0.016809957078965286,,0.0752512534606211,0.025224636041951277,
amazon-music,hccf,,,test-frame,600,hccf__amazon-music__clw1e-05,0.00761586997985006,0.007072188275804075,,0.011981831426897845,0.008754270935497225,,0.021967715361348502,0.012322119386988087,,0.037913095921984726,0.016811924174028783,,0.07502480606539136,0.02518861931837752,
amazon-music,hccf,,,test-frame,600,hccf__amazon-music__clw0.1,0.007646608944561729,0.007029364163805367,,0.012148553716453039,0.008823640808028966,,0.021445152961250137,0.012107139736012563,,0.038302456141665865,0.016869723718888403,,0.0748561312856292,0.025121258734236335,
amazon-music,hccf,,3,test-frame,160,base__amazon-music__hccf__L3__tst,0.0014654102813453605,0.0015586860651786755,0.0010770746938212816,0.002387579222695416,0.0018927625697150348,0.0012799518609182942,0.005078426863854425,0.002835474277910898,0.00163984229748146,0.009265842079329015,0.004060878191223848,0.0019321144886087814,0.02335089024387337,0.0071696730519004315,0.0023493281180925665
amazon-music,hccf,,3,val-best-recall@20,180,base__amazon-music__hccf__L3__val,0.0016985872850867317,0.0015667845710976096,0.0010369676636736763,0.0024916525746477795,0.0019170424262409467,0.0012179433184136244,0.004578003837149583,0.0026585158738935263,0.001491463084668146,0.009202915027283556,0.003915960302868138,0.0017909254715590664,0.024320674422274622,0.007260460063576597,0.0022503906787204723
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__derived_ef__signed__global__ho_user,0.10256671297716097,0.09420538516938964,,0.13970130495339733,0.10811427281099967,,0.20042935451762042,0.12819322468747105,,0.2714026499750665,0.1480905473348603,,0.38527104379646065,0.17423778424004002,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__stateful_e__signed__global__ho_user,0.10110487688921975,0.09271046097351157,,0.13844112608410045,0.10689538295009175,,0.19978133522017694,0.12728393859431725,,0.2722831059720821,0.1476384976521846,,0.38676152246532547,0.17392466077398264,
amazon-music,lightccn_multi,,,test-frame,170,amazon-music__stateful_e__softplus__global__ho_both,0.09904549870022926,0.09106223165595222,,0.13569357942517465,0.10530855063600943,,0.19826873630297068,0.12653920200229726,,0.27100674173013356,0.1469366170631261,,0.38541340217989456,0.1731590405493994,
amazon-music,lightccn_multi,,,test-frame,310,amazon-music__stateful_ef__softmax__global__ho_item,0.0997703293615866,0.08971783989426976,,0.13591303825728523,0.10351955213642274,,0.20128598025219294,0.12543001684629343,,0.2823789589276948,0.14828009635349054,,0.4032701788797782,0.17616844792370784,
amazon-music,lightccn_multi,,,test-frame,120,amazon-music__stateful_ef__signed__global__ho_both,0.0984495792128653,0.09054148511666196,,0.13432608384251873,0.10437972813991554,,0.19795564804068494,0.1259314946234722,,0.27062089548588375,0.14649579506045074,,0.38807296841019273,0.1733010282432265,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__stateful_ef__softplus__global__ho_item,0.09846748094398458,0.09025189582329417,,0.13589940518506452,0.10461980432262802,,0.19509273894831394,0.12478355141406453,,0.26772762372234893,0.14512525583872926,,0.3824585759067544,0.17127695244616836,
amazon-music,lightccn_multi,,,test-frame,150,amazon-music__stateful_ef__signed__global__ho_item,0.09743950949757127,0.0898315864062206,,0.13280856954273834,0.10343318026610161,,0.19409307032392453,0.12427005791446928,,0.26482562338857524,0.1439070682737047,,0.3806478130149672,0.1704253486228132,
amazon-music,lightccn_multi,,,test-frame,240,amazon-music__derived_e__softmax__global__ho_item,0.09869740442053669,0.0882986909841504,,0.13449330295671824,0.10191742485230816,,0.20107240603723997,0.12435816691955393,,0.27938147559655624,0.14635003201999838,,0.4127685470307471,0.17692178105548007,
amazon-music,lightccn_multi,,,test-frame,340,amazon-music__derived_e__softmax__global__ho_user,0.10437371711290917,0.0941748701422387,,0.14090633082127463,0.10829115903172548,,0.20611137446708075,0.13048107949356966,,0.2856969101304923,0.15254139857921914,,0.4042427694699891,0.17997020366246172,
amazon-music,lightccn_multi,,,test-frame,150,amazon-music__derived_ef__signed__global__ho_item,0.09753608650702877,0.08987632671575363,,0.13725427080177854,0.10505069174504318,,0.19967749749322483,0.12608455154244816,,0.2716686269028581,0.14621451018108392,,0.38962664720346646,0.17333216511156968,
amazon-music,lightccn_multi,,,test-frame,240,amazon-music__stateful_e__softmax__global__ho_item,0.0986873419867122,0.08841615278997327,,0.13426345140124885,0.10201522212072368,,0.19887340441786616,0.1237862584906257,,0.27924136895212676,0.14644184106212624,,0.41199896195904817,0.1769071711552069,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__stateful_e__softplus__global__ho_item,0.10088457140471288,0.09212819788014667,,0.13687253791415002,0.10581142880097763,,0.20160528748801396,0.12767147287447533,,0.2750977794375072,0.14848880827773045,,0.3964202438115336,0.17632759648785437,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__derived_e__softplus__global__ho_user,0.1016234580067942,0.09328388110022451,,0.13804494944120455,0.10711188635304755,,0.2006467419411132,0.12810625922006666,,0.2796742757821464,0.15035153951079852,,0.3989265764808627,0.17775856000555293,
amazon-music,lightccn_multi,,,test-frame,240,amazon-music__derived_ef__softmax__global__ho_item,0.09617742567653768,0.0872523922072601,,0.1334872707153322,0.1016424805583952,,0.20162682929695794,0.12456088383687586,,0.27983189082215804,0.14647309171968706,,0.4108689295030714,0.17662047636235073,
amazon-music,lightccn_multi,,,test-frame,130,amazon-music__stateful_ef__softplus__global__ho_both,0.09987313043168392,0.09184812184311804,,0.13581315819362288,0.10556400687048974,,0.19459219918412468,0.12557666325335265,,0.2682578138258008,0.14631023404993068,,0.3853361621917649,0.1730030373831832,
amazon-music,lightccn_multi,,,test-frame,250,amazon-music__stateful_ef__softmax__global__ho_both,0.09926123154773446,0.09192534244350488,,0.1377652834171914,0.10649522474553177,,0.20185700759807482,0.1279934607612888,,0.28125285772467706,0.15020829729916468,,0.4028906025267726,0.17811603019510158,
amazon-music,lightccn_multi,,,test-frame,220,amazon-music__derived_e__softmax__global__ho_both,0.09764625555457564,0.08967056402656672,,0.1355378229931545,0.10418182076413755,,0.20348631806908601,0.12707737846136538,,0.2825617220624007,0.1492826707696506,,0.41109169590826,0.17871713973953415,
amazon-music,lightccn_multi,,,test-frame,170,amazon-music__derived_e__signed__global__ho_item,0.09960897028131425,0.09083134163101841,,0.1366622094398046,0.10489999259778682,,0.1984337534807931,0.1257660994128669,,0.27290589171929486,0.14666739099792894,,0.389353567994449,0.1735359082287309,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__stateful_e__signed__global__ho_both,0.09829292031020306,0.0900342735270148,,0.13515363716153922,0.10410403999660474,,0.19749880015064888,0.1249168398091649,,0.2688161594060647,0.1450620806012208,,0.381143156410898,0.17086513750513843,
amazon-music,lightccn_multi,,,test-frame,150,amazon-music__derived_e__signed__global__ho_both,0.09832112542605885,0.09047385058156103,,0.13609898006414037,0.10494344134000004,,0.19979466780274208,0.126387060917326,,0.2727919334716993,0.1469240346298477,,0.38872347802018326,0.17351651042557842,
amazon-music,lightccn_multi,,,test-frame,170,amazon-music__derived_ef__softplus__global__ho_user,0.10101113646773198,0.09363534242342018,,0.13621475564775215,0.1067136417045525,,0.20037762803128625,0.12819530004824736,,0.2725498481191918,0.14837974082369385,,0.387099546921473,0.1746103659004362,
amazon-music,lightccn_multi,,,test-frame,300,amazon-music__stateful_ef__softmax__global__ho_user,0.10519550616847723,0.09548098596218796,,0.1411043731672469,0.10952462619954974,,0.20348883439789972,0.1305751950118003,,0.28721891323943394,0.15392102107925307,,0.4058453691692482,0.18135797747632548,
amazon-music,lightccn_multi,,,test-frame,170,amazon-music__derived_e__softplus__global__ho_both,0.10073822807831456,0.09163122764615013,,0.13641959592616784,0.10500847338876212,,0.19744189985256697,0.1255664121123541,,0.276176146709135,0.14766903831228181,,0.389221170444826,0.17373044412647848,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__derived_ef__softplus__global__ho_item,0.09933136544220075,0.09009505872291097,,0.13516616506244336,0.10389475732781374,,0.19982238225275717,0.1256063827241245,,0.27382821540789515,0.1465255769700806,,0.3940926394704833,0.1740763631179471,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__stateful_e__softplus__global__ho_user,0.10266730356046239,0.09341110532790993,,0.13572459419427715,0.1055538436655023,,0.20239034466405934,0.1280735976034241,,0.27417804608565904,0.14830772881882753,,0.3918532166063286,0.17527973487593151,
amazon-music,lightccn_multi,,,test-frame,330,amazon-music__stateful_e__softmax__global__ho_user,0.10449536580308415,0.09559486071403565,,0.14177210194771747,0.10953821131348371,,0.2051557651090086,0.13089325496987952,,0.2880745483622659,0.15398465502701225,,0.40608306373205216,0.18111271698505985,
amazon-music,lightccn_multi,,,test-frame,150,amazon-music__stateful_ef__softplus__global__ho_user,0.0998809907615324,0.0924642811869035,,0.1368373242456903,0.10640484429844464,,0.19405868040444418,0.12575688613177252,,0.26693347240659626,0.14631030919485444,,0.3833853581995937,0.17287302379512492,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__stateful_ef__signed__global__ho_user,0.09974634980821794,0.09221379487139694,,0.13597960302116424,0.10568246161777138,,0.19447691813250925,0.12550257715306315,,0.2688971138776653,0.1461201896460024,,0.3769246500123443,0.170912140851987,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__derived_e__signed__global__ho_user,0.1035850397055578,0.09412606228011908,,0.13701471394506384,0.10633496716681083,,0.20040569290731805,0.1274292613985504,,0.27385400800442383,0.14817162850861945,,0.39045396402331906,0.17499816317944356,
amazon-music,lightccn_multi,,,test-frame,220,amazon-music__stateful_e__softmax__global__ho_both,0.09848777130756317,0.0900950090131588,,0.13557091154539874,0.10422305028402175,,0.2046817908988012,0.1274941139700359,,0.2830318978497126,0.1494284486886214,,0.41054695754076254,0.17867378729544353,
amazon-music,lightccn_multi,,,test-frame,150,amazon-music__derived_ef__signed__global__ho_both,0.09788024798019032,0.09044086342609087,,0.1356248158524871,0.10513758686901553,,0.1968250831612116,0.1256905882362058,,0.2684188411053379,0.1458892253855935,,0.38182555187478145,0.1718760664948661,
amazon-music,lightccn_multi,,,test-frame,270,amazon-music__derived_ef__softmax__global__ho_both,0.09951433858400825,0.0915588476255515,,0.13502130263466394,0.1049103600330027,,0.20114259391325282,0.12705241194789296,,0.2782897426543347,0.1488358413604391,,0.3971865336579032,0.1762050338144392,
amazon-music,lightccn_multi,,,test-frame,200,amazon-music__derived_ef__softmax__global__ho_user,0.1000098961368289,0.09192163793265624,,0.13810226246701646,0.10672782667978996,,0.2010822195939833,0.12822921516619676,,0.28561053695135863,0.15193240838857935,,0.4131275653071217,0.18136208726410516,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__stateful_e__signed__global__ho_item,0.10188454211927232,0.09167855148773328,,0.1375516543765059,0.10506167388100572,,0.20002844873611186,0.12623987387881427,,0.2722960456961018,0.14649364713834406,,0.3880366370779612,0.17312743785992807,
amazon-music,lightccn_multi,,,test-frame,170,amazon-music__derived_e__softplus__global__ho_item,0.1016955970751524,0.09210177876932664,,0.13774492261390694,0.10550273313660749,,0.20025041518608933,0.12660461439371895,,0.2771782852436136,0.1481716495166524,,0.3972640960539764,0.17600430236857337,
amazon-music,lightccn_multi,,,test-frame,160,amazon-music__derived_ef__softplus__global__ho_both,0.09849515955619774,0.09077389246863446,,0.13437901865985766,0.10426461862106734,,0.19764979905309255,0.12572835776569127,,0.2685853961625498,0.14568199533331957,,0.38337593858038505,0.1719226663526438,
amazon-music,lightccn_multi,,1,val-best-recall@20,90,derived_ef__softplus__global__L1__ho_user,0.07705881767978767,0.07179513012687432,0.051821383738717135,0.10759260103373897,0.08299150919245697,0.05870971401025692,0.1602354376811062,0.1011571730556698,0.06573798437896676,0.23442067132612118,0.12202647880682453,0.0708368758715015,0.3560530090350771,0.1498660983021859,0.07468164560028252
amazon-music,lightccn_multi,,1,val-best-recall@20,100,stateful_ef__softmax__global__L1__ho_user,0.07676075214498734,0.07040707211677122,0.05093365183433706,0.10639076671749337,0.081567528359175,0.0576339059544679,0.1621388224752055,0.10058502159892269,0.06506158247944871,0.23803716570198397,0.12215553988368169,0.07022894649577098,0.36140051178426985,0.1502168560490792,0.07408163245597198
amazon-music,lightccn_multi,,1,val-best-recall@20,150,stateful_ef__softmax__global__L1__none,0.07590770471731793,0.06935523380296559,0.05031739565234904,0.10384020896474774,0.07984013945016794,0.05668343850687301,0.1603260986931607,0.09903931153518325,0.06407634040315448,0.23142173944031347,0.11940328673453136,0.06897748951962138,0.3500408327389752,0.14672348389020481,0.07277772209709121
amazon-music,lightccn_multi,,1,val-best-recall@20,140,derived_ef__softplus__global__L1__none,0.07388310165630281,0.06973917653534303,0.05072842838380273,0.1004407337727188,0.07907821870010967,0.05666967741978658,0.15500125269287768,0.09760008744849537,0.06389609418611417,0.22184496722574254,0.11674325805961852,0.06851349943699866,0.33837043409961487,0.14347995951099132,0.07221084496816438
amazon-music,lightccn_multi,,1,val-best-recall@20,160,stateful_e__softmax__global__L1__ho_user,0.08038012183969333,0.07411142614613776,0.05430868441222056,0.1115115872642316,0.08605297227656154,0.061455678576338754,0.1649261371180092,0.10444348440733435,0.06859913151191109,0.23598739154324655,0.12485352207894751,0.07348770685253682,0.3558705450189039,0.1522753335023824,0.07731842950152143
amazon-music,lightccn_multi,,1,val-best-recall@20,120,derived_e__softmax__global__L1__ho_user,0.07720372218967037,0.07142234143590952,0.052204833328975075,0.10547391508312308,0.0820154455812551,0.058607101709291655,0.16354882970235807,0.10192016120849336,0.06632852103852142,0.2354507213210036,0.12239066494686238,0.07127548793071366,0.3606837341938284,0.15089605888168364,0.07518889858569489
amazon-music,lightccn_multi,,1,val-best-recall@20,190,derived_ef__softmax__global__L1__none,0.07930530538418055,0.07207851843090478,0.05237745767942286,0.1057418744828478,0.08169516871497776,0.058410014619366186,0.16048605071109528,0.10033060876349031,0.06561927707202624,0.23194685972415588,0.12083898140323131,0.07050785582975981,0.349696622398909,0.14785191140965828,0.07424959200609997
amazon-music,lightccn_multi,,1,val-best-recall@20,130,stateful_e__softmax__global__L1__none,0.07420863080872724,0.06790141378853343,0.04924109587472296,0.1029282862473326,0.07867471477692912,0.055740029886975274,0.15845858508106245,0.09750743250355984,0.06299654918579012,0.22890187766335945,0.11773431534925516,0.06788142309292708,0.3512027946792626,0.14571538949065868,0.07174794516856194
amazon-music,lightccn_multi,,1,val-best-recall@20,100,derived_ef__softmax__global__L1__ho_user,0.0773341242455797,0.07072208653108246,0.051167704422034145,0.10714796988155748,0.08196491931730272,0.05789462984305677,0.16268030692844065,0.1009077956721557,0.06523615776082987,0.2363896065072857,0.1218785074825277,0.07028904449852491,0.36086556597267344,0.15024763785905138,0.07420480287051259
amazon-music,lightccn_multi,,1,val-best-recall@20,150,derived_e__softmax__global__L1__none,0.07622850499119607,0.06967283822523265,0.05056853291677095,0.10292838078111176,0.07968300555298756,0.056715100368738385,0.15953709266061208,0.09895340574769866,0.06416123361328606,0.23107003445240415,0.11941181706835025,0.06907415726074907,0.3497037806562573,0.14672364986793457,0.07287849525125258
amazon-music,lightccn_multi,,2,val-best-recall@20,220,derived_ef__softmax__global__L2__none,0.08529654868279904,0.07794847871523919,0.05681514497656023,0.11835738756586853,0.09031275663656164,0.06429934741095887,0.17586088706647154,0.11002186561211721,0.07192115661160069,0.25271277084994914,0.1318966106341644,0.07719828385553934,0.3759982541617364,0.16023265524943933,0.0811604890503902
amazon-music,lightccn_multi,,2,val-best-recall@20,220,stateful_e__softmax__global__L2__ho_user,0.08699299466232253,0.07991565929746869,0.058860408367174294,0.11864758938887411,0.0921023144841947,0.06614546630248803,0.17662705718785549,0.11181207131859112,0.07381579469714847,0.2556244006344204,0.13422625692482043,0.07926378810879327,0.3742053016602314,0.1616617812161775,0.08308449689326951
amazon-music,lightccn_multi,,2,val-best-recall@20,170,derived_ef__softmax__global__L2__ho_user,0.08392752387491112,0.07820717431490813,0.05755525161904748,0.11823996985169283,0.0910973758472571,0.06531107313386368,0.17652022222120975,0.11119824761344647,0.07301682708131647,0.2533814705525122,0.1327139448128804,0.07822725218793172,0.3742296110882618,0.16069379975008763,0.08209509678695942
amazon-music,lightccn_multi,,2,val-best-recall@20,220,derived_e__softmax__global__L2__ho_user,0.08699832274953921,0.07973976822832318,0.058614118622313915,0.11835180137222664,0.09165639784688147,0.06584231123607678,0.17593928692704944,0.11137213216008895,0.07342710130867143,0.2552032369483176,0.1337389416937796,0.07888035318040353,0.37449547940487027,0.16136689503820606,0.08272855240155509
amazon-music,lightccn_multi,,2,val-best-recall@20,220,stateful_ef__softmax__global__L2__none,0.08668624065516131,0.07860938640928673,0.05698132215394369,0.11860144368598513,0.0904941039860275,0.06425723763442469,0.1773662013659883,0.1104119502565603,0.07198573550715784,0.252045330198538,0.13164443456797037,0.0770847590185599,0.37817757227314924,0.16059555513767965,0.08110592219184615
amazon-music,lightccn_multi,,2,val-best-recall@20,130,derived_ef__softplus__global__L2__none,0.08720303843448161,0.08049576965558605,0.059233522462079184,0.11899542036805386,0.09260915194105443,0.06649703172850505,0.17380781714869092,0.11124244434812543,0.07369033720547352,0.25238690175485734,0.1332813829769288,0.07905234228367627,0.36828719009302385,0.16027514163150833,0.08276699589498752
amazon-music,lightccn_multi,,2,val-best-recall@20,290,derived_e__softmax__global__L2__none,0.08752314037105838,0.08126199086229995,0.0594930145841161,0.12086735693836169,0.09358113698767846,0.06703728024887644,0.17662684953626054,0.11268595869889346,0.0744900916318774,0.25430768366101497,0.13466704896359794,0.07987829563512933,0.3745946011537358,0.16238830757195713,0.08370808694639922
amazon-music,lightccn_multi,,2,val-best-recall@20,220,stateful_e__softmax__global__L2__none,0.08611123835206491,0.0785341122488503,0.0571758511973127,0.11947013808843093,0.09102139317001366,0.06474120643466826,0.17676666189330872,0.11059206192621199,0.07230066780608443,0.2530454902024029,0.13226867220123983,0.07752178523972514,0.3761109790448858,0.1605605500367458,0.08146942470987341
amazon-music,lightccn_multi,,2,val-best-recall@20,180,stateful_ef__softmax__global__L2__ho_user,0.08344439343512262,0.07787421885975124,0.0574534570174461,0.11886023991215583,0.09138395938203173,0.06544695636568415,0.17722736063697533,0.11146294050861752,0.07317346111145286,0.2541206787214539,0.13312286316865712,0.07841259619915025,0.3718216706306998,0.1603781768848146,0.08217519279590156
amazon-music,lightccn_multi,,2,val-best-recall@20,100,derived_ef__softplus__global__L2__ho_user,0.08690048943219082,0.07932936305030787,0.058251354776536736,0.11892934631162701,0.09164769570091563,0.06553499887482007,0.17285039902385768,0.11006520687379469,0.07270193662406688,0.25155188104574994,0.13224175882256337,0.07806723085249033,0.3720378357192419,0.1601032703433407,0.08194295557694531
amazon-music,lightccn_multi,,3,val-best-recall@20,260,stateful_ef__softmax__global__L3__ho_user,0.08580120892623355,0.08009186139716502,0.05890389039173771,0.12289462435100282,0.09415194774856521,0.06733295280002748,0.1807602257194459,0.11394725789357316,0.07498639079688742,0.2602013789149254,0.13631271294672478,0.08040814147282663,0.3802144771537331,0.16410490798542093,0.08426902959393998
amazon-music,lightccn_multi,,3,val-best-recall@20,120,derived_ef__softplus__global__L3__ho_user,0.0901744680084818,0.08217173283916561,0.06056355567397149,0.12230409038577042,0.09450582907473061,0.06781137947842923,0.18173955557091598,0.11483365637221021,0.07569984548085387,0.25709847854938744,0.1362149085450436,0.08083400879424522,0.3787171705497297,0.1641894553801083,0.08473690887909575
amazon-music,lightccn_multi,,3,val-best-recall@20,370,derived_ef__softmax__global__L3__none,0.09038847997051816,0.08141251156398346,0.05933422279182569,0.12389702459520782,0.09430969248071733,0.06704505098134675,0.18429192257623836,0.11510029508083647,0.0749579462121345,0.2616098503798239,0.13673736672259013,0.0801940641190349,0.3845846757301266,0.16511361525582582,0.0841163125199993
amazon-music,lightccn_multi,,3,val-best-recall@20,380,stateful_e__softmax__global__L3__none,0.09051314044468067,0.08249596194617946,0.06031869374425127,0.12453917770950007,0.09549519098083216,0.06812503544625689,0.18446255018830823,0.11612762876179046,0.07605144618606824,0.26162818418197226,0.1376815301939064,0.08126617960979406,0.3845040021741744,0.16603468221054968,0.08517582625207272
amazon-music,lightccn_multi,,3,val-best-recall@20,300,stateful_e__softmax__global__L3__ho_user,0.09032968652977862,0.08336746716990802,0.061205028324984485,0.12480856051218751,0.09632026180890986,0.06906025114875614,0.18261848830303676,0.11598001392457705,0.0767078180042035,0.264041757198152,0.13888133909007122,0.0822341826908697,0.38112419638532496,0.16596386044516664,0.08594523970340691
amazon-music,lightccn_multi,,3,val-best-recall@20,310,derived_ef__softmax__global__L3__ho_user,0.08934202773118988,0.08271216966308731,0.06118415177283255,0.123396649910839,0.09589127562864291,0.06889137033798619,0.18081168193296857,0.11542235460583314,0.07652469976303518,0.26113802429097893,0.13777451818409306,0.08195571052315573,0.37479891270174587,0.16422264220079955,0.08555374262438792
amazon-music,lightccn_multi,,3,val-best-recall@20,120,derived_ef__softplus__global__L3__none,0.08791113582092647,0.0799109420148194,0.05835939680179339,0.12092062536658904,0.0924038561022488,0.06579533749081178,0.17946082434437488,0.11244082957605293,0.07353918718846478,0.2606092389411829,0.13538700986189695,0.079084953999715,0.3808704922101247,0.16298414921128798,0.0828898590810741
amazon-music,lightccn_multi,,3,val-best-recall@20,370,derived_e__softmax__global__L3__none,0.0907032616067679,0.08177700455286473,0.0596829083221785,0.12459284835217137,0.09480003597131084,0.0674770714520983,0.185849065073071,0.11581021449391156,0.0754478224334173,0.2604486643978471,0.13675374676624408,0.08048167407068797,0.3868557220047255,0.16575526908970367,0.08447796956378767
amazon-music,lightccn_multi,,3,val-best-recall@20,290,derived_e__softmax__global__L3__ho_user,0.09087179206575548,0.08413727990876348,0.06200424285219122,0.12433919150865066,0.09649231676050044,0.06956252861811764,0.18164447777399714,0.11619096623760843,0.07716061143350054,0.26389817882887573,0.1392648903283839,0.08278638083149485,0.3826492554828828,0.1666800435258444,0.08656376675827548
amazon-music,lightccn_multi,,3,val-best-recall@20,370,stateful_ef__softmax__global__L3__none,0.09090007082238934,0.0823127892078788,0.060261969768539835,0.12442576805552634,0.09516353433190167,0.06796946992894061,0.18618031802840102,0.11636474338131343,0.07608467429257844,0.2589000646120875,0.13687731199862518,0.08102417808515724,0.3859461841358027,0.16606247776454672,0.08508071358739346
amazon-music,lightccn_multi,,3,val-best-recall@20,300,twr__amazon-music__ho_item__L3__val,0.08699960555109384,0.08085711764506244,0.0588679611232188,0.12020100636356332,0.09307280581224597,0.06638101459280983,0.18142486897226592,0.11390435710444331,0.07458037935268144,0.2570546326050774,0.13537281055386988,0.07981369142022271,0.3843185777820959,0.16473170127555686,0.08389176426722338
amazon-music,lightccn_multi,,3,val-best-recall@20,260,twr__amazon-music__ho_both__L3__val,0.08974668131995825,0.0825265946920711,0.06040015924527843,0.12088219307324789,0.09419633052338526,0.06745068498629331,0.18249906577516833,0.11498437513010473,0.07556959866214266,0.26099040028337805,0.1371333438312191,0.0809011148022166,0.3799736596460685,0.16470921067260524,0.08471889040863752
amazon-music,lightccn_multi,,3,test-frame,310,twr__amazon-music__ho_both__L3__tst,0.1039559719241167,0.09541499224383611,0.07131440558914998,0.13796289917269453,0.10801457036015645,0.07906818130131921,0.20840109889781258,0.13178286266525305,0.0883472038558173,0.28921735868718024,0.154603134980486,0.09389856040953341,0.4134426942030348,0.18321290351843456,0.0978178798727743
amazon-music,lightccn_multi,,3,test-frame,350,twr__amazon-music__ho_item__L3__tst,0.09950854869226522,0.09060540715216638,0.06711511278714787,0.13761899028779803,0.10512707770088014,0.07569270334030852,0.20771337156132025,0.12863748109097115,0.08486107697984688,0.2897126510638689,0.1516740580240256,0.09045531408167562,0.41895839004818747,0.18149012775699858,0.0945933243123864
amazon-music,lightccn_multi,,4,val-best-recall@20,300,stateful_ef__softmax__global__L4__none,0.08241201585666715,0.07571512856895055,0.05521749125481113,0.12020583450135053,0.09042881459997945,0.0637675995170036,0.18119203157617583,0.11109648952616101,0.07184248596801363,0.2563884749722508,0.13237537302209682,0.07694841549765295,0.39006319938163975,0.16312445057808944,0.08123170856387003
amazon-music,lightccn_multi,,4,val-best-recall@20,260,derived_ef__softmax__global__L4__ho_user,0.08408939947654914,0.078805723167716,0.05805036152723724,0.11932619705101889,0.09203389395150266,0.06612020528931822,0.18180503863737776,0.11337939803338978,0.07433476541306426,0.26090486185696504,0.13574275035327665,0.07971368025980667,0.3837378409380896,0.16401244941278784,0.08363993133989236
amazon-music,lightccn_multi,,4,val-best-recall@20,160,derived_ef__softplus__global__L4__none,0.09299154239842382,0.08484992337586221,0.062254555650490546,0.12431624838878304,0.09634008557576963,0.06931004099300396,0.18611648032892855,0.11771230168630732,0.07753521621663895,0.2611546922439918,0.13881332122750456,0.08263894591906279,0.3813161278512654,0.1665514551031301,0.08645705116872904
amazon-music,lightccn_multi,,4,val-best-recall@20,320,stateful_e__softmax__global__L4__ho_user,0.09070415324507897,0.0827682184307899,0.060935921176958126,0.12340876485862497,0.09527031602741959,0.06837695705255897,0.1846346364911275,0.11618116907043144,0.07651324741254456,0.26612200208344744,0.13907437259102082,0.08203176998929289,0.38425061192407334,0.16646813240058245,0.08580378097016088
