dataset,method,tau,layers,selection,best_epoch,label,recall@3,ndcg@3,arhr@3,recall@5,ndcg@5,arhr@5,recall@10,ndcg@10,arhr@10,recall@20,ndcg@20,arhr@20,recall@50,ndcg@50,arhr@50
foursquare-tky,hccf,,,val-best-recall@20,100,hf__foursquare-tky__hccf__Bxav__val,0.017938474890557728,0.10629392418254204,0.012058282004625847,0.025724402643165542,0.09475027446917518,0.013849186385115767,0.03927976098654301,0.07902967304618075,0.015618655770169059,0.05999512545689699,0.07358196752846155,0.01703848800573986,0.09820659210698057,0.08757356392501532,0.018239450862446018
foursquare-tky,hccf,,,val-best-recall@20,310,hf__foursquare-tky__hccf__A_clw1e-2__val,0.0235108134953443,0.13561328612677512,0.015043778049595507,0.03344626940457287,0.12065728788088373,0.017260504575637357,0.048011589476879946,0.09774101396430518,0.019195454515049747,0.06808735937410873,0.08747525377483899,0.020562193450512807,0.10210483662803062,0.09798078655654877,0.021633258971998613
foursquare-tky,hccf,,,test-frame,340,hf__foursquare-tky__hccf__A__tst,0.021953268071390364,0.129305614813168,0.015433532843923795,0.029397886131479225,0.11131356601536889,0.017126352079614722,0.041902332437529145,0.08848672821994787,0.018771215942296405,0.05828887548347822,0.0786639661927924,0.019891290029259455,0.09086220054164407,0.0893871618731786,0.020893330116645206
foursquare-tky,hccf,,,val-best-recall@20,280,hf__foursquare-tky__hccf__A_hyp250__val,0.030142846379373655,0.1770705223011992,0.02033204678146954,0.04062523366599139,0.15190755864698535,0.02271703396752107,0.054143798678988476,0.11645975163603837,0.024509058673863642,0.0715766115075743,0.10057107664054969,0.025697100990048023,0.10520290166478348,0.11002667844978532,0.026743545822359487
foursquare-tky,hccf,,,val-best-recall@20,50,hf__foursquare-tky__hccf__Axav_clw1e-4__val,0.03138789523399145,0.18849481556404557,0.021807644991854933,0.04157307278160357,0.15973751399749767,0.024129662685031465,0.056342587870789634,0.12339442027336857,0.026073654922202493,0.07768564379590528,0.1080542803547447,0.02752482086528903,0.11696091359907607,0.11980596202987223,0.028746091019657635
foursquare-tky,hccf,,,val-best-recall@20,10,hf__foursquare-tky__hccf__B__val,0.00013238291253611984,0.0007162998434712811,6.839810149505062e-05,0.00019998541202513893,0.0007087944910535438,8.52987263673054e-05,0.00022563893553659322,0.000488853248410956,8.814911786857808e-05,0.0004661467038637974,0.0005620202515773423,0.00010406879002942921,0.0011173753969960245,0.0008335716914291955,0.00012311748943815687
foursquare-tky,hccf,,,val-best-recall@20,340,hf__foursquare-tky__hccf__A_hyp50__val,0.026405251756007747,0.15795003541125827,0.018794408262125965,0.0349352059903331,0.1340358837368298,0.02073228433054685,0.04989155149479779,0.10656493999816029,0.02271434573703043,0.06914255219402046,0.09416497227557499,0.024021621667589463,0.10325021383158357,0.10449922807384054,0.025094596032600742
foursquare-tky,hccf,,,val-best-recall@20,60,hf__foursquare-tky__hccf__Axav_kr0.75__val,0.027755056912297436,0.16192376165072725,0.01929181358572958,0.03628341093195931,0.136393263421731,0.021222441235770356,0.050693530934594194,0.10782394699704845,0.023132365182124776,0.0693338898670636,0.09504630541910226,0.024396628254393166,0.10816374060718406,0.1077771905549256,0.02560202204147998
foursquare-tky,hccf,,,val-best-recall@20,310,hf__foursquare-tky__hccf__A_clw1e-4__val,0.023779655999974975,0.13749170424268112,0.015084589627857617,0.03332240086574981,0.12109627706360687,0.0172113179394259,0.04861804959945922,0.0985823432768296,0.01924145337303285,0.06803615427877602,0.08752267619302355,0.0205642228220162,0.10217489900419255,0.09815665012670559,0.021644331787862202
foursquare-tky,hccf,,,test-frame,190,hf__foursquare-tky__hccf__B__tst,0.0001990863348927129,0.0013570668413006557,0.00015444238253303576,0.00031703824987394983,0.0013500353470439308,0.00018191133396494352,0.0006658958602909257,0.0014386415129005615,0.00022898229156549828,0.0015169326313734018,0.0016111710227578759,0.00028526646782557814,0.0031488119414166287,0.0023423895926737532,0.00033585090770781766
foursquare-tky,hccf,,,val-best-recall@20,300,hf__foursquare-tky__hccf__A_kr0.75__val,0.02206348609087072,0.12975628750676577,0.014923452329135813,0.030510218067930864,0.11275683511120288,0.016836867817956565,0.04447859902959811,0.09108726079495505,0.018674249891829243,0.06158338724020598,0.08089815803189457,0.019841757697686424,0.09392303018950299,0.09117974213849413,0.020841248328945957
foursquare-tky,hccf,,,val-best-recall@20,190,hf__foursquare-tky__hccf__Axav_kr0.25__val,0.03434703183186492,0.20719161995968716,0.02448455739759174,0.046384715493746544,0.17733901825394072,0.027225947537364955,0.06413371192108226,0.13823522596469823,0.029581242953657494,0.08820978792266417,0.12181593713585287,0.03123018922678866,0.13472284858863565,0.13633817906632759,0.032688684804985456
foursquare-tky,hccf,,,val-best-recall@20,70,hf__foursquare-tky__hccf__Axav__val,0.032122007052945205,0.19264407331384312,0.02260292194911084,0.04215527133727013,0.1624203744797052,0.024892522987430086,0.05811181274974322,0.12648562514026224,0.02699872886502183,0.07824059555144926,0.11015497823496265,0.028379678735908444,0.12037044789476797,0.12324758238712621,0.029689448702477497
foursquare-tky,hccf,,,val-best-recall@20,90,hf__foursquare-tky__hccf__Axav_hyp250__val,0.02988736318907777,0.17553803420455638,0.02096734151010586,0.038297551421974566,0.14552767982071455,0.022873412301620714,0.05373479167146729,0.11478930930851164,0.024943603553051624,0.07272684778317029,0.10076392051487248,0.02622951074825875,0.11274113910133324,0.11359595033398433,0.027489655885505723
foursquare-tky,hccf,,,val-best-recall@20,240,hf__foursquare-tky__hccf__A_kr0.25__val,0.0076049213478692115,0.04254615148559761,0.004069100288577158,0.01302942565233271,0.0437450745409372,0.0052868994927713145,0.025864769237908702,0.04505193458342143,0.006933928787396257,0.04306473616941334,0.04533696232046878,0.008131687801774245,0.07462241537763036,0.057245752344654594,0.009111279719881906
foursquare-tky,hccf,,,val-best-recall@20,360,hf__foursquare-tky__hccf__A_L3__val,0.011303996651212666,0.06754849180633854,0.007946584736222494,0.015622533072077569,0.058641447737363114,0.008909102941848832,0.024717601253618122,0.04892379576261103,0.010120930514990092,0.034948161221591424,0.04410006359818626,0.010830084333672019,0.05528545464769252,0.05136009724035568,0.011466369028215231
foursquare-tky,hccf,,,val-best-recall@20,80,hf__foursquare-tky__hccf__Axav_hyp50__val,0.03201358524133061,0.19335551889268004,0.022802063894341543,0.042557899393589935,0.16336908186731225,0.025205309435884178,0.05939584786096682,0.1283058916317081,0.027418078239157862,0.08206114227409847,0.11298854629169909,0.028957761669374204,0.1263293967575936,0.12733364246886175,0.03034955336054119
foursquare-tky,lightccn_multi,,2,test-frame,210,derived_ef__softmax__global__L2__ho_item,0.03527948992030814,0.20431418767627965,,0.047321391337061966,0.17601684724231478,,0.06894990411137417,0.1417330245873784,,0.0970944464261779,0.12746247643514974,,0.1498311959837,0.14483113015769208,
foursquare-tky,lightccn_multi,,2,test-frame,100,stateful_e__softplus__global__L2__none,0.035752162000422874,0.21236901746479228,,0.046789337711581974,0.17881167692946165,,0.06524933016353711,0.14082908313253767,,0.08903460198635307,0.124035562340573,,0.13278460640141998,0.13681427845617739,
foursquare-tky,lightccn_multi,,2,test-frame,90,stateful_e__softplus__global__L2__ho_user,0.0354073994429586,0.21127505339311148,,0.046997279194400686,0.17877366253602242,,0.06584762496874806,0.14102491234544462,,0.09002213546787453,0.12401959596517309,,0.13516816747584126,0.1376047417652242,
foursquare-tky,lightccn_multi,,2,test-frame,100,derived_ef__softplus__global__L2__ho_user,0.035297042854670974,0.2112043748121039,,0.04738038834825876,0.18031770941697609,,0.0664789209097804,0.1420715887143087,,0.09003542218821067,0.12472867991197588,,0.13496564273192851,0.13819712143245466,
foursquare-tky,lightccn_multi,,2,test-frame,210,stateful_ef__softmax__global__L2__ho_user,0.03575609885629414,0.2134458943623164,,0.0482620969883904,0.18255005768432828,,0.06997579387788548,0.14585585321932606,,0.09730160759444667,0.12985157104572173,,0.14903458788154153,0.14653663549967907,
foursquare-tky,lightccn_multi,,2,test-frame,210,derived_ef__softmax__global__L2__ho_user,0.03554826406320848,0.2123884345233297,,0.04830776021350393,0.18212912235834783,,0.06983314491145069,0.14528360900593001,,0.09732377628118749,0.1296727234208541,,0.14886114953063156,0.14628626897621033,
foursquare-tky,lightccn_multi,,2,test-frame,80,derived_e__softplus__global__L2__ho_item,0.030961950147825372,0.1811564801148772,,0.04282424785464869,0.15741976195659202,,0.06200214561999016,0.12669237077232698,,0.08634461378312062,0.11363168941246322,,0.1321839151428631,0.12840095082433314,
foursquare-tky,lightccn_multi,,2,test-frame,260,derived_e__softmax__global__L2__ho_item,0.03719145447228862,0.22019705422050623,,0.04992044435124865,0.18804269366652412,,0.07041015606555186,0.14873117912365375,,0.09890644446134816,0.13296791260498578,,0.15089036256012486,0.1496992675481038,
foursquare-tky,lightccn_multi,,2,test-frame,290,derived_e__softmax__global__L2__none,0.038003502362633654,0.22618803135764268,,0.05037335982840853,0.19141349786211953,,0.07105123878885533,0.15123882646666334,,0.09860294183272368,0.1340131882270149,,0.14964493119449124,0.14994565688906814,
foursquare-tky,lightccn_multi,,2,test-frame,140,stateful_e__softmax__global__L2__ho_user,0.03828953697537891,0.22575425134232863,,0.05049688259881511,0.1918002747733575,,0.07055326932825537,0.1507324761060164,,0.09719498672633523,0.13287203710394846,,0.14724224684050646,0.14818195258000424,
foursquare-tky,lightccn_multi,,2,test-frame,240,derived_ef__softmax__global__L2__none,0.03801841024378997,0.22580551286479877,,0.05010811814506224,0.1905979412955273,,0.07146479533497871,0.15155921003777295,,0.09855619125259471,0.13386971938902079,,0.1496874082900513,0.14962793583383244,
foursquare-tky,lightccn_multi,,2,test-frame,260,stateful_e__softmax__global__L2__ho_item,0.03714882473624395,0.22034811991179004,,0.0498626475900674,0.18793483921481396,,0.07022275506850409,0.14860820825379628,,0.09888281662214425,0.13294416526711894,,0.15048898418570064,0.14952493647615997,
foursquare-tky,lightccn_multi,,2,test-frame,110,derived_e__softplus__global__L2__none,0.0353172127193508,0.21158436892469415,,0.04636593207804089,0.17810203821515588,,0.06578384027458459,0.1404666850798605,,0.08983631390193308,0.12406391539463539,,0.1326587473689027,0.136378023124288,
foursquare-tky,lightccn_multi,,2,test-frame,270,stateful_ef__softmax__global__L2__none,0.03812926673760753,0.22631230134550107,,0.05027757541316694,0.19148463036768046,,0.07108916352347634,0.15119074511896402,,0.0983231041525524,0.13370254933248923,,0.14876549748020934,0.14931643339627418,
foursquare-tky,lightccn_multi,,2,test-frame,260,stateful_e__softmax__global__L2__none,0.03807291380139852,0.2262513312937622,,0.05024431081481815,0.19078521944520596,,0.07171793597523504,0.151098545749478,,0.09769393418718403,0.1330533736388265,,0.14898954253197086,0.14910824523557545,
foursquare-tky,lightccn_multi,,2,test-frame,210,derived_e__softmax__global__L2__ho_user,0.037067889821765655,0.22007278423264787,,0.04955963104176527,0.1869914593010657,,0.07049277425440911,0.1485652093103085,,0.09838179759744627,0.13203516142196203,,0.148857343186717,0.14790631947397692,
foursquare-tky,lightccn_multi,,2,test-frame,100,derived_ef__softplus__global__L2__none,0.03618285415418984,0.21517810105157292,,0.047336717086187086,0.1808953788832873,,0.06700142081429483,0.14319034851216433,,0.09080086955478688,0.1257251672532356,,0.1362663674338576,0.13911924502774978,
foursquare-tky,lightccn_multi,,2,test-frame,80,stateful_e__softplus__global__L2__ho_item,0.033404122880897474,0.19682478653582747,,0.04441946981006369,0.1667879076781528,,0.06302174873227122,0.13191640511639818,,0.08739916709168487,0.11759411694746522,,0.1319730281775611,0.131505040222195,
foursquare-tky,lightccn_multi,,2,test-frame,80,stateful_ef__softplus__global__L2__none,0.03517016424303145,0.20864616108542078,,0.04596037009546294,0.17571883778348038,,0.06446554659147852,0.13806307415191227,,0.08747606505656468,0.12137678457139499,,0.1317361900589981,0.13473798632576536,
foursquare-tky,lightccn_multi,,2,test-frame,100,derived_e__softplus__global__L2__ho_user,0.035936577006594965,0.2142742312841237,,0.04721791490082802,0.18081252022380004,,0.06639405546542373,0.14279805978517965,,0.09026429688562716,0.12522893600257265,,0.1365085336170345,0.13916190105734835,
foursquare-tky,lightccn_multi,,2,test-frame,190,stateful_ef__softmax__global__L2__ho_item,0.035635730706605716,0.20683337279001499,,0.0474600029821924,0.177057274599268,,0.0680085010915868,0.1423044399095977,,0.0968010310078099,0.12794165349405587,,0.1486774861618602,0.14480038286099373,
foursquare-tky,lightccn_multi,,2,test-frame,80,derived_ef__softplus__global__L2__ho_item,0.028204493242654734,0.16146571031224147,,0.03906178297539232,0.14054010467584224,,0.057947507070212734,0.11525785275237063,,0.08270212071626085,0.1054436025325689,,0.12996481445253388,0.1214934746865253,
foursquare-tky,lightccn_multi,,3,test-frame,260,stateful_e__softmax__global__L3__ho_user,0.03868918797159862,0.23308792702273567,,0.051935053966328464,0.1977045775089719,,0.0743116485422545,0.15693181300057243,,0.1032527585159146,0.13937380980538214,,0.15560503482163004,0.15553105956874724,
foursquare-tky,lightccn_multi,,3,test-frame,90,stateful_e__softplus__global__L3__ho_user,0.03581336764646136,0.21129699483190253,,0.04725472735282677,0.17879934363001862,,0.06767560232846344,0.14203853806468159,,0.09366493740155142,0.12622047731769842,,0.1377468151717878,0.13945947670950956,
foursquare-tky,lightccn_multi,,3,test-frame,90,derived_ef__softplus__global__L3__ho_user,0.03647590360571933,0.21839164456998847,,0.04849992543488308,0.18563021445898475,,0.06862751710482098,0.14626487148327288,,0.09454545111320004,0.1292454728446909,,0.14082667682670852,0.14316625998448188,
foursquare-tky,lightccn_multi,,3,test-frame,460,derived_ef__softmax__global__L3__ho_item,0.039562828080681914,0.2310265987516131,,0.05268203352711087,0.19822033275884834,,0.07468987950190722,0.15748998322736135,,0.10622385638624521,0.14132997087603671,,0.1597034064452739,0.1584179023191374,
foursquare-tky,lightccn_multi,,3,test-frame,270,derived_e__softmax__global__L3__ho_user,0.03826871880775892,0.23118018882315058,,0.05096660058568625,0.19557872764192916,,0.07456394662881262,0.15699019251409838,,0.1028907411682331,0.13873920354322816,,0.15496598919850366,0.1548079843017606,
foursquare-tky,lightccn_multi,,3,test-frame,90,derived_e__softplus__global__L3__ho_user,0.036568463893477184,0.21932483442111678,,0.04868261547028755,0.1862525196666108,,0.06895805133417574,0.14679395124709652,,0.0954665059345853,0.1299790193544428,,0.1400244229730463,0.14304538482205953,
foursquare-tky,lightccn_multi,,3,test-frame,460,derived_e__softmax__global__L3__ho_item,0.040352069030429975,0.23940783124586515,,0.05329259925885341,0.2032226687273758,,0.07530338296312242,0.16085104216289514,,0.10689456953618913,0.14396633061531236,,0.1606051687231293,0.16066197240719557,
foursquare-tky,lightccn_multi,,3,test-frame,260,stateful_ef__softmax__global__L3__ho_item,0.03704281535591106,0.21456645964154963,,0.05038450777125766,0.185654625474673,,0.0729966290647166,0.14966267184791276,,0.10350611659126639,0.13511786371465007,,0.1569786873568579,0.15262028870237254,
foursquare-tky,lightccn_multi,,3,test-frame,240,derived_ef__softmax__global__L3__ho_user,0.03779735582758439,0.22813965243480985,,0.05168222239557007,0.19629742253191917,,0.07322849804079773,0.1553809969827833,,0.10324626526001739,0.13873244458270179,,0.15469699957537253,0.15449675988554626,
foursquare-tky,lightccn_multi,,3,test-frame,90,stateful_e__softplus__global__L3__ho_item,0.03164820995198506,0.18892374131472528,,0.04297562794766718,0.16227997731741522,,0.06426762104666188,0.13155517227986693,,0.08929813769166307,0.11789842205231325,,0.13499257316846786,0.1322124288654121,
foursquare-tky,lightccn_multi,,3,test-frame,100,derived_e__softplus__global__L3__none,0.036884303395901985,0.22016773413682716,,0.048475891951790584,0.18631975816116295,,0.068519062153723,0.14690303523816511,,0.09463852809849248,0.12997427056833985,,0.13995432116903414,0.14326876407886072,
foursquare-tky,lightccn_multi,,3,test-frame,90,derived_ef__softplus__global__L3__none,0.03666119042174439,0.21966579992075924,,0.048540379326234805,0.18588604774811854,,0.06883275173092022,0.14678255428231057,,0.09468783041404209,0.1294051647346744,,0.14025505249575707,0.14282750508487504,
foursquare-tky,lightccn_multi,,3,test-frame,80,derived_ef__softplus__global__L3__ho_item,0.03105900562464539,0.18167783138948254,,0.04333029732655383,0.15872976322556878,,0.06263917773460116,0.1269705709310024,,0.08867471976184368,0.11493552872265733,,0.13696895957341695,0.13077104444634233,
foursquare-tky,lightccn_multi,,3,test-frame,260,stateful_ef__softmax__global__L3__none,0.038274381338072525,0.2278155796134512,,0.05176295614520524,0.19527249697082527,,0.07400892879406974,0.15495149601702665,,0.10346809909712593,0.13821069705002575,,0.15569786857007623,0.15442897783491924,
foursquare-tky,lightccn_multi,,3,test-frame,360,derived_ef__softmax__global__L3__none,0.038736750853022014,0.23011302045489518,,0.052355525215377556,0.19675657587408044,,0.075045002164167,0.15690407070695012,,0.10474360857961912,0.13948831910073192,,0.15777042026169427,0.15574354611537977,
foursquare-tky,lightccn_multi,,3,test-frame,80,derived_e__softplus__global__L3__ho_item,0.03253978058089892,0.1916937962885581,,0.0438941020784099,0.16438600836898343,,0.0632662063313521,0.13117249375564788,,0.09039222552181997,0.11882267612574753,,0.13774190682844564,0.1337355588369912,
foursquare-tky,lightccn_multi,,3,test-frame,260,stateful_ef__softmax__global__L3__ho_user,0.03745712995588655,0.22608337292419464,,0.050962985826777926,0.19380315783203259,,0.07296368339842424,0.15383261637030785,,0.10296369750865,0.13766262830561904,,0.15319209903503048,0.15321375090197728,
foursquare-tky,lightccn_multi,,3,test-frame,270,stateful_e__softmax__global__L3__ho_item,0.038710729699974335,0.2300813704868354,,0.05162440927429991,0.19562760171051885,,0.07427126136713971,0.15619558147941945,,0.10393056068480065,0.13926907791461182,,0.15819639477684444,0.15673466554126816,
foursquare-tky,lightccn_multi,,3,test-frame,90,stateful_e__softplus__global__L3__none,0.03633667719052123,0.2160674080251191,,0.04778389807865692,0.18175188614008378,,0.0683167584592004,0.14414171429145145,,0.09365345324183635,0.12725333172331915,,0.13747991710403942,0.1401833480798395,
foursquare-tky,lightccn_multi,,3,test-frame,260,derived_e__softmax__global__L3__none,0.038197721377471995,0.22779363817466014,,0.051874753744205374,0.19517100457448408,,0.07419894355403024,0.15513798344404628,,0.10354804139732753,0.13836945266207576,,0.15583031207427117,0.15456506597239597,
foursquare-tky,lightccn_multi,,3,test-frame,250,stateful_e__softmax__global__L3__none,0.0380745641163046,0.2259029871492318,,0.05176543537877255,0.19416210511116366,,0.07409574211773544,0.15491124411237175,,0.10319370857467855,0.1379297629366599,,0.155637790375415,0.15431773622163056,
foursquare-tky,mf,,,val-best-recall@20,20,bt__foursquare-tky__mf__std__val,0.03015463888953599,0.17803788650064095,0.02075526906372733,0.04009233586194723,0.15063906163862054,0.023025396591069627,0.056065358252175714,0.11871608044042736,0.025121170958112792,0.07455939016895759,0.10306059972284969,0.026371479284848263,0.11393080750663748,0.11541580009270437,0.027599280591871177
foursquare-tky,ngcf,,,val-best-recall@20,10,bt__foursquare-tky__ngcf__lr1e-3_reg1e-5__val,0.03095420372324193,0.18982994096655517,0.021666631116366294,0.04114697436629193,0.16089149467095906,0.023976568437439016,0.057477686532805224,0.12528267261728213,0.026120125553204254,0.07931237813818551,0.10962843740550836,0.027606276727732512,0.11882200337382444,0.12126970811847337,0.02883835540962179
foursquare-tky,ngcf,,,val-best-recall@20,10,bt__foursquare-tky__ngcf__lr1e-3_reg1e-4__val,0.03130914878061525,0.19012954796886916,0.021663933404093543,0.041043963656672997,0.16027397668583535,0.023894749054053435,0.058160305133380115,0.12609404955527853,0.026188362221607236,0.07964693197234526,0.10992209914904275,0.027643364803449092,0.11927622432108002,0.12153723520805686,0.028881302952761367
foursquare-tky,ngcf,,,val-best-recall@20,30,bt__foursquare-tky__ngcf__lr5e-4_reg1e-5__val,0.031685801789206935,0.19595742100107238,0.02243280144188653,0.041626538872031105,0.16495155398474629,0.024705823741414296,0.057910180368949765,0.12766892926943615,0.026867606259913326,0.07909619914971647,0.11082358086519777,0.028311654957818295,0.11841868749715333,0.12228246845871911,0.029543059350646023
foursquare-tky,ngcf,,,val-best-recall@20,10,bt__foursquare-tky__ngcf__lr1e-4_reg1e-5__val,0.018902630979620576,0.11883140407973367,0.011863245298672031,0.029194679766329158,0.11036997856979329,0.014209524851312424,0.04744870847860346,0.09396342356555927,0.016641613972789022,0.06938319151715602,0.08478053383241113,0.018145688639900057,0.11231448074495586,0.09878821787594713,0.01947900567559434
foursquare-tky,ngcf,,,val-best-recall@20,10,bt__foursquare-tky__ngcf__lr1e-4_reg1e-4__val,0.018884879070241976,0.11885819978315908,0.011865912059182356,0.029062227672332297,0.11013453712309765,0.014182189295704244,0.04750047121321506,0.09405974848753054,0.01664048172584141,0.06930785650676918,0.08471943323583929,0.01813426386500316,0.11237712370491221,0.09879488390115924,0.019472405561534394
foursquare-tky,ngcf,,,val-best-recall@20,30,bt__foursquare-tky__ngcf__lr5e-4_reg1e-4__val,0.031980833926003246,0.19713915082791744,0.022786106515660407,0.04161187709816842,0.1651651847800853,0.024965127914994983,0.05745463110021476,0.12764840050475554,0.027072601362662582,0.07915297856941349,0.11118498121478051,0.02855648241236271,0.11815225241835967,0.12241094791956424,0.02976670202589219
foursquare-tky,ngcf,,,val-best-recall@20,430,bt2__foursquare-tky__ngcf__lr1e-4_reg1e-5__val,0.035762409524061206,0.21139194473608186,0.025030609814949676,0.0470362526263453,0.1793008217624366,0.027612849305302018,0.06685938519026509,0.14219857527440738,0.030229881949757335,0.09394013937396625,0.1268462465887972,0.032093141124213305,0.14226679187032634,0.14168934646068793,0.033588473463226666
foursquare-tky,ngcf,,,val-best-recall@20,80,bt2__foursquare-tky__ngcf__lr5e-4_reg1e-5__val,0.03367406454962097,0.19939756305641365,0.02355430094364163,0.045123622997797125,0.17005894691282633,0.026161740085875365,0.06337113438110079,0.1345243311626378,0.028582924075709188,0.09048786324369675,0.12088514019011826,0.030432669193811344,0.13791633996703628,0.13605669843229073,0.031906478792707575
foursquare-tky,ngcf,,,val-best-recall@20,90,bt2__foursquare-tky__ngcf__lr5e-4_reg1e-4__val,0.034083513485166785,0.20042570281172128,0.023677096216796284,0.045474445137921995,0.17039923530472076,0.026238676585565272,0.06383213697778113,0.13455469724495964,0.028645873116420327,0.0900448915467828,0.12067905398254894,0.03044441928279359,0.13732594331801293,0.13554365975298752,0.03190556926898347
foursquare-tky,ngcf,,,val-best-recall@20,40,bt2__foursquare-tky__ngcf__lr1e-3_reg1e-4__val,0.03351091590698391,0.19574790963830338,0.022950684033567703,0.044341171141234884,0.16609179837583546,0.02541829757477003,0.06237600020916215,0.13157268125466293,0.02782014352664217,0.08905050579197515,0.11824342580432301,0.029643832422713005,0.1354158340338498,0.1328102870245583,0.031078916040250905
foursquare-tky,ngcf,,,val-best-recall@20,40,bt2__foursquare-tky__ngcf__lr1e-3_reg1e-5__val,0.03363715961023822,0.1972389549967311,0.02300819059992092,0.044754991849982585,0.16791975632910874,0.02553767332345765,0.06266677373987732,0.13238931889633807,0.02791938730642174,0.08878863297114034,0.11857006664662578,0.029709768024378955,0.13544306300432257,0.13309521092796436,0.03116287926327072
foursquare-tky,ngcf,,,val-best-recall@20,410,bt2__foursquare-tky__ngcf__lr1e-4_reg1e-4__val,0.035413646609667664,0.20935508228400404,0.02484644163470653,0.04735690614228327,0.17923915621759395,0.027580251868168284,0.06750523386294992,0.14232640936517488,0.03023006265580112,0.09392195232390671,0.12662210478670516,0.032025043141368746,0.1420305536150163,0.14149804674923058,0.03351454374282105
foursquare-tky,simgcl,,,val-best-recall@20,20,bt2__foursquare-tky__simgcl__lam01__val,0.03800754772103635,0.22520357998404425,0.02642368847413176,0.05227488925512666,0.19563854233801797,0.02968262648551168,0.07558817637322209,0.15742472719830625,0.032733538901406754,0.10739915971813536,0.1412504735228935,0.034906481956419384,0.1594581708537997,0.15721669677033426,0.03655708219000471
foursquare-tky,simgcl,,,val-best-recall@20,50,bt2__foursquare-tky__simgcl__lam05__val,0.022907523356592026,0.1356035775975064,0.01584675767459695,0.032551532491350045,0.11978789795033715,0.018050906950978732,0.04817566178761249,0.09797737382525763,0.02012614756368632,0.06779859641688346,0.08762966259622465,0.02148387146556357,0.1007875497498054,0.0977543724467364,0.02253596681872808
foursquare-tky,simgcl,,,val-best-recall@20,100,bt2__foursquare-tky__simgcl__lam2__val,0.01335460033835573,0.07859492634510241,0.00928163715041906,0.019188587123745264,0.06939724511557481,0.010601240810891583,0.027877722260232454,0.056396176561828805,0.011720987253353635,0.0389058525036597,0.05058459280555661,0.012468872802153898,0.05702679337963795,0.05577991448398861,0.013058037916170691
foursquare-tky,simgcl,,,val-best-recall@20,30,bt2__foursquare-tky__simgcl__lam02__val,0.031512282041167385,0.18458924352533052,0.021651436174990213,0.04273079248899755,0.1601134364074298,0.024212562300150852,0.0643547797281273,0.13166306671327455,0.02709176259612549,0.09256368592834725,0.1190445995664872,0.02902871036954072,0.13660121782348486,0.1325908150787871,0.030431806914904904
foursquare-tky,simgcl,,,val-best-recall@20,70,bt2__foursquare-tky__simgcl__lam1__val,0.01854245439936654,0.10614538287151189,0.01261263961630168,0.025907654524420065,0.09343587238072841,0.014259557127935673,0.037060199971035476,0.07559965498962778,0.015728818348090125,0.05163085957546567,0.06751192976916982,0.016738066203672033,0.07596417011781625,0.07459411547058224,0.017514999979817654
foursquare-tky,simgcl,,3,test-frame,90,b2__foursquare-tky__simgcl__L3__tst,0.020088470835680654,0.11403924394359902,0.013555469299600859,0.02808833731865744,0.10126935090781347,0.015348201268954705,0.04254575667673764,0.08388040276159398,0.017232096665764602,0.05995309631966877,0.07606237761038,0.018432115538270396,0.09072685211499397,0.08577484760024051,0.019396588488877743
foursquare-tky,simgcl,,3,val-best-recall@20,50,b2__foursquare-tky__simgcl__L3__val,0.022584609148349564,0.13486533631524406,0.015848275198282864,0.032502826087491936,0.12029727239651314,0.01811797204326993,0.04779953090783964,0.0978655130193232,0.02016672225347666,0.06786048807500497,0.08774058674794442,0.021562995666732632,0.10053343494997088,0.09774984300515357,0.02260529448963683
gowalla,LightCCN-full,,1,test-frame,170,dep__gowalla__sef.sm.B__L1__tst,0.060117796682290045,0.1322512730993799,0.04339591366272933,0.0788140297162882,0.12186598240093714,0.0476321220583988,0.11347039729597434,0.12326528646168086,0.05218842971544117,0.15963489404376088,0.13629487715667696,0.05534048850077271,0.24802416969769692,0.16401547613474782,0.05809910136716768
gowalla,LightCCN-full,,1,val-best-recall@20,150,dep__gowalla__sef.sm.B__L1__val,0.05892667017684106,0.13086748083577981,0.042564181851290586,0.07833127700847402,0.12126842641940086,0.04696291470786166,0.11222110154611033,0.12232427213429102,0.05145010470584542,0.15787699624655707,0.13506105527018736,0.054581679183260186,0.24519838597861401,0.16240198367150963,0.057297453788287815
gowalla,LightCCN-full,,2,test-frame,190,dep__gowalla__sef.sm.B__L2__tst,0.06483592380703847,0.14405205209798647,0.046582915924011474,0.08480589770327016,0.13208936571659824,0.0511142950139511,0.12154914669818932,0.13290491762747217,0.055936267093271284,0.16882096516240142,0.1457947090676362,0.05916857716431593,0.25893960975843033,0.1738269034891067,0.061985887450512075
gowalla,LightCCN-full,,2,val-best-recall@20,210,dep__gowalla__sef.sm.B__L2__val,0.06258789932895063,0.13994282248737275,0.04532419682784754,0.08230244367049716,0.12900561674362052,0.049795552489152156,0.11811633043141044,0.12992974430375265,0.05451091872971736,0.16587540769530326,0.1430519654211707,0.05778325886398199,0.25619184940417494,0.17104634207520927,0.06059838651568828
gowalla,LightCCN-full,,4,test-frame,300,dep__gowalla__sef.sm.B__L4__tst,0.06570939331596198,0.14595409082939223,0.047140495432472306,0.0855949295827,0.13402451795928355,0.0516426433647112,0.12173956423780312,0.1343625608894953,0.056415658502802855,0.17072059327531489,0.14769125745915673,0.05977543431493849,0.26265621177752685,0.1761854085733307,0.06265694047255523
